,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks,author_id,genres_list,books_list
799,799,799,822,Joe McGinniss,"Nonfiction, and novels",1942-12-09,English,"Blind Faith (book), Cruel Doubt, Fatal Vision, Going to Extremes (book), The Miracle of Castel di Sangro, The Selling of the President 1968",Joe McGinniss,"['Nonfiction', 'And Novels']","['Blind Faith Book', 'Cruel Doubt', 'Fatal Vision', 'Going To Extremes Book', 'The Miracle Of Castel Di Sangro', 'The Selling Of The President 1968']"
800,800,800,823,Joel Rosenberg (science fiction author),"Fantasy, Mystery fiction, Science fiction",1954-05-01,English,Guardians of the Flame,Joel Rosenberg (science fiction author),"['Fantasy', 'Mystery Fiction', 'Science Fiction']",['Guardians Of The Flame']
801,801,801,824,Johanna Spyri,Children's literature,1827-06-12,,Heidi,Johanna Spyri,['Childrens Literature'],['Heidi']
802,802,802,825,Johanna Thydell,Children's literature,1980-11-14,Swedish language,In the Ceiling the Stars Are Shining,Johanna Thydell,['Childrens Literature'],['In The Ceiling The Stars Are Shining']
803,803,803,826,John Boyne,Literary fiction,1971-04-30,,"The Absolutist, The Boy in the Striped Pyjamas",John Boyne,['Literary Fiction'],"['The Absolutist', 'The Boy In The Striped Pyjamas']"
804,804,804,827,John Brunner (author),"Fantasy, Science fiction",1934-09-24,,"Stand on Zanzibar, The Jagged Orbit, The Sheep Look Up, The Shockwave Rider",John Brunner (author),"['Fantasy', 'Science Fiction']","['Stand On Zanzibar', 'The Jagged Orbit', 'The Sheep Look Up', 'The Shockwave Rider']"
805,805,805,828,John Bunyan,"Christian fiction, Poetry, Sermon, Socratic dialogue",1628-11-30,,"The Holy War, The Life and Death of Mr. Badman, The Pilgrim's Progress",John Bunyan,"['Christian Fiction', 'Poetry', 'Sermon', 'Socratic Dialogue']","['The Holy War', 'The Life And Death Of Mr Badman', 'The Pilgrims Progress']"
806,806,806,829,John Cheever,Short story,1912-05-27,,"Bullet Park, Falconer (novel), Oh What a Paradise It Seems, The Enormous Radio, The Five-Forty-Eight, The Swimmer (short story), The Wapshot Chronicle, The Wapshot Scandal",John Cheever,['Short Story'],"['Bullet Park', 'Falconer Novel', 'Oh What A Paradise It Seems', 'The Enormous Radio', 'The Fivefortyeight', 'The Swimmer Short Story', 'The Wapshot Chronicle', 'The Wapshot Scandal']"
807,807,807,830,John Christopher,Science fiction,1922-04-16,,"The Death of Grass, The Guardians (Christopher novel), The Tripods",John Christopher,['Science Fiction'],"['The Death Of Grass', 'The Guardians Christopher Novel', 'The Tripods']"
808,808,808,831,John Ciardi,Etymologist,1916-06-24,,La Divina Commedia,John Ciardi,['Etymologist'],['La Divina Commedia']
809,809,809,832,John Cowper Powys,"Novel, poetry, philosophy",1872-10-08,,"A Glastonbury Romance, John Cowper Powys's Autobiography, Owen Glendower (novel), Porius: A Romance of the Dark Ages, Wolf Solent",John Cowper Powys,"['Novel', 'Poetry', 'Philosophy']","['A Glastonbury Romance', 'John Cowper Powyss Autobiography', 'Owen Glendower Novel', 'Porius A Romance Of The Dark Ages', 'Wolf Solent']"
810,810,810,833,John Creasey,"Romance novel, Western fiction",1908-09-17,,"George Gideon, The Baron (TV series), The Toff",John Creasey,"['Romance Novel', 'Western Fiction']","['George Gideon', 'The Baron Tv Series', 'The Toff']"
811,811,811,834,John Crowley (author),"Essay, Fantasy, Historical fiction, Science fiction",1942-12-01,English,"Dæmonomania, Endless Things, Engine Summer, Little, Big, Love & Sleep, Ægypt",John Crowley (author),"['Essay', 'Fantasy', 'Historical Fiction', 'Science Fiction']","['Dmonomania', 'Endless Things', 'Engine Summer', 'Little', 'Big', 'Love  Sleep', 'Gypt']"
812,812,812,835,John D. Fitzgerald,Children's literature,1906-02-03,,The Great Brain,John D. Fitzgerald,['Childrens Literature'],['The Great Brain']
813,813,813,836,John Dale (writer),Crime fiction,1953-01-15,English,Dark Angel (Dale novel),John Dale (writer),['Crime Fiction'],['Dark Angel Dale Novel']
814,814,814,837,John David Morley,"Fiction, Philosophical fiction, Travel literature",1948-01-21,,"Destiny, or The Attraction of Affinities, Ella Morris, In the Labyrinth (novel), Journey to the End of the Whale, Passage (2007 novel), Pictures from the Water Trade, The Anatomy Lesson (1995 novel), The Book of Opposites, The Case of Thomas N., The Feast of Fools (novel)",John David Morley,"['Fiction', 'Philosophical Fiction', 'Travel Literature']","['Destiny', 'Or The Attraction Of Affinities', 'Ella Morris', 'In The Labyrinth Novel', 'Journey To The End Of The Whale', 'Passage 2007 Novel', 'Pictures From The Water Trade', 'The Anatomy Lesson 1995 Novel', 'The Book Of Opposites', 'The Case Of Thomas N', 'The Feast Of Fools Novel']"
815,815,815,838,John Dickson Carr,"Detective novel, Murder mystery",1906-11-30,,"The Burning Court, The Hollow Man (1935 novel)",John Dickson Carr,"['Detective Novel', 'Murder Mystery']","['The Burning Court', 'The Hollow Man 1935 Novel']"
816,816,816,839,John Edward Williams,Novel,1922-08-29,,"Augustus (Williams novel), Butcher's Crossing, Stoner (novel)",John Edward Williams,['Novel'],"['Augustus Williams Novel', 'Butchers Crossing', 'Stoner Novel']"
817,817,817,840,John Eric Holmes,"Fantasy, Non-fiction, Science fiction",1930-02-16,,Dungeons & Dragons Basic Set,John Eric Holmes,"['Fantasy', 'Nonfiction', 'Science Fiction']",['Dungeons  Dragons Basic Set']
818,818,818,841,John Evangelist Walsh,Literary biography,1927-12-27,English,Reader's Digest Bible,John Evangelist Walsh,['Literary Biography'],['Readers Digest Bible']
819,819,819,842,John Flanagan (author),"Adventure novel, Fantasy literature",1944-05-22,English,"Brotherband, Ranger's Apprentice",John Flanagan (author),"['Adventure Novel', 'Fantasy Literature']","['Brotherband', 'Rangers Apprentice']"
820,820,820,843,John Galt (novelist),"poetry, drama, short stories, travel writing",1779-05-02,,Annals of the Parish,John Galt (novelist),"['Poetry', 'Drama', 'Short Stories', 'Travel Writing']",['Annals Of The Parish']
821,821,821,844,John Gardner (British writer),"Crime fiction, Spy fiction",1926-11-20,,"Boysie Oakes, List of James Bond novels and short stories",John Gardner (British writer),"['Crime Fiction', 'Spy Fiction']","['Boysie Oakes', 'List Of James Bond Novels And Short Stories']"
822,822,822,845,John Gordon (author),Supernatural fiction,1925-11-19,,The Giant Under the Snow,John Gordon (author),['Supernatural Fiction'],['The Giant Under The Snow']
823,823,823,846,John Henry Mackay,"Non-fiction, fiction, poetry",1864-02-06,,Die Anarchisten,John Henry Mackay,"['Nonfiction', 'Fiction', 'Poetry']",['Die Anarchisten']
824,824,824,847,John J. Nance,"Aviation-based novels, non-fiction",1946-07-05,,Pandora's Clock,John J. Nance,"['Aviationbased Novels', 'Nonfiction']",['Pandoras Clock']
825,825,825,848,John Jakes,"Fantasy, Historical novels, Science fiction",1932-03-31,,"North and South (trilogy), The Kent Family Chronicles",John Jakes,"['Fantasy', 'Historical Novels', 'Science Fiction']","['North And South Trilogy', 'The Kent Family Chronicles']"
826,826,826,849,John Jantsch,Business,1960-04-02,,The Commitment Engine: Making Work Worth It,John Jantsch,['Business'],['The Commitment Engine Making Work Worth It']
827,827,827,850,John Kessel,"Comic science fiction, Fantasy literature, Metafiction, Satire, Science fiction",1950-09-24,,"Corrupting Dr. Nice, Good News from Outer Space",John Kessel,"['Comic Science Fiction', 'Fantasy Literature', 'Metafiction', 'Satire', 'Science Fiction']","['Corrupting Dr Nice', 'Good News From Outer Space']"
828,828,828,851,John McGahern,"Novel, short story",1934-11-12,Republic of Ireland,"Amongst Women, The Barracks, The Dark (McGahern novel), The Pornographer",John McGahern,"['Novel', 'Short Story']","['Amongst Women', 'The Barracks', 'The Dark Mcgahern Novel', 'The Pornographer']"
829,829,829,852,John McKellar (writer),Revue,1930-08-13,,"A Cup of Tea, a Bex and a Good Lie Down",John McKellar (writer),['Revue'],"['A Cup Of Tea', 'A Bex And A Good Lie Down']"
830,830,830,853,John Newbery,Children's Literature,1713-07-09,English,The History of Little Goody Two-Shoes,John Newbery,['Childrens Literature'],['The History Of Little Goody Twoshoes']
831,831,831,854,John Norman,"Science fantasy, Sword and planet",1931-06-03,,Gor,John Norman,"['Science Fantasy', 'Sword And Planet']",['Gor']
832,832,832,855,John O'Grady (writer),Satire,1907-10-09,English,They're a Weird Mob,John O'Grady (writer),['Satire'],['Theyre A Weird Mob']
833,833,833,856,John Osborne,"Kitchen sink realism, Social realism",1929-12-12,,"Inadmissible Evidence, Look Back in Anger, The Entertainer (play)",John Osborne,"['Kitchen Sink Realism', 'Social Realism']","['Inadmissible Evidence', 'Look Back In Anger', 'The Entertainer Play']"
834,834,834,857,John Schoenherr,"Children's literature, Science fiction",1935-07-05,,"Owl Moon, The Illustrated Dune",John Schoenherr,"['Childrens Literature', 'Science Fiction']","['Owl Moon', 'The Illustrated Dune']"
835,835,835,858,John Updike,Literary realism,1932-03-18,,"Henry Bech, Rabbit Redux, Rabbit at Rest, Rabbit is Rich, Rabbit, Run, The Witches of Eastwick",John Updike,['Literary Realism'],"['Henry Bech', 'Rabbit Redux', 'Rabbit At Rest', 'Rabbit Is Rich', 'Rabbit', 'Run', 'The Witches Of Eastwick']"
836,836,836,859,John Verdon,"Adventure, Detective, Mystery fiction, Thriller (genre)",1942-01-01,English,Think of a Number,John Verdon,"['Adventure', 'Detective', 'Mystery Fiction', 'Thriller Genre']",['Think Of A Number']
837,837,837,860,John William De Forest,Fiction,1826-05-31,Americans,Miss Ravenel's Conversion from Secession to Loyalty,John William De Forest,['Fiction'],['Miss Ravenels Conversion From Secession To Loyalty']
838,838,838,861,John Wilson (Canadian writer),"Historical Fiction, Non-fiction",1951-08-02,Canadians,Four Steps to Death,John Wilson (Canadian writer),"['Historical Fiction', 'Nonfiction']",['Four Steps To Death']
839,839,839,862,John le Carré,Spy fiction,1931-10-19,,"A Perfect Spy, Smiley's People, The Constant Gardener, The Honourable Schoolboy, The Little Drummer Girl, The Night Manager, The Tailor of Panama, Tinker Tailor Soldier Spy",John le Carré,['Spy Fiction'],"['A Perfect Spy', 'Smileys People', 'The Constant Gardener', 'The Honourable Schoolboy', 'The Little Drummer Girl', 'The Night Manager', 'The Tailor Of Panama', 'Tinker Tailor Soldier Spy']"
840,840,840,863,Johnnie Mortimer,Television,1931-07-02,British people,"Alcock and Gander, Father, Dear Father, Full House (British TV series), George and Mildred, Let There Be Love (TV series), Man About the House, Never the Twain, Robin's Nest (TV series), Tom, Dick and Harriet",Johnnie Mortimer,['Television'],"['Alcock And Gander', 'Father', 'Dear Father', 'Full House British Tv Series', 'George And Mildred', 'Let There Be Love Tv Series', 'Man About The House', 'Never The Twain', 'Robins Nest Tv Series', 'Tom', 'Dick And Harriet']"
841,841,841,864,Johnny Gruelle,"Children's literature, Comic strip",1880-12-24,,Raggedy Ann,Johnny Gruelle,"['Childrens Literature', 'Comic Strip']",['Raggedy Ann']
842,842,842,865,Johnny Speight,Television,1920-06-02,,"Curry and Chips, In Sickness and in Health, Till Death Us Do Part",Johnny Speight,['Television'],"['Curry And Chips', 'In Sickness And In Health', 'Till Death Us Do Part']"
843,843,843,866,Jon Cleary,"Drama, crime fiction",1917-11-22,,"Scobie Malone, The Sundowners (novel)",Jon Cleary,"['Drama', 'Crime Fiction']","['Scobie Malone', 'The Sundowners Novel']"
844,844,844,867,Jon Hunter Spence,Jane Austen,1945-07-30,English,Becoming Jane Austen,Jon Hunter Spence,['Jane Austen'],['Becoming Jane Austen']
845,845,845,868,Jon Klassen,"Animation, Children's literature",1981-11-29,,"I Want My Hat Back, Sam and Dave Dig a Hole, This Is Not My Hat",Jon Klassen,"['Animation', 'Childrens Literature']","['I Want My Hat Back', 'Sam And Dave Dig A Hole', 'This Is Not My Hat']"
846,846,846,869,Jonah Bokaer,"Choreography, Dance, Performance, Media, Activism, New Genres",1981-10-01,,STACKS,Jonah Bokaer,"['Choreography', 'Dance', 'Performance', 'Media', 'Activism', 'New Genres']",['Stacks']
847,847,847,870,Jonah Lehrer,popular science,1981-06-25,,Product recall,Jonah Lehrer,['Popular Science'],['Product Recall']
848,848,848,871,Jonathan Coe,Satire,1961-08-19,,"Middle England (novel), The Rotters' Club (novel), What a Carve Up! (novel)",Jonathan Coe,['Satire'],"['Middle England Novel', 'The Rotters Club Novel', 'What A Carve Up Novel']"
849,849,849,872,Jonathan Franzen,Literary fiction,1959-08-17,,"Crossroads (novel), Freedom (Franzen novel), The Corrections",Jonathan Franzen,['Literary Fiction'],"['Crossroads Novel', 'Freedom Franzen Novel', 'The Corrections']"
850,850,850,873,Jordan Ifueko,Fantasy,1993-08-16,Nigeria,"Raybearer, Redemptor",Jordan Ifueko,['Fantasy'],"['Raybearer', 'Redemptor']"
851,851,851,875,Jorge Ibargüengoitia,Novel,1928-01-22,Spanish,Los relámpagos de agosto,Jorge Ibargüengoitia,['Novel'],['Los Relmpagos De Agosto']
852,852,852,876,Joris-Karl Huysmans,Fiction,1848-02-05,,"En route (novel), Là-bas (novel), The Cathedral (Huysmans novel), À rebours",Joris-Karl Huysmans,['Fiction'],"['En Route Novel', 'Lbas Novel', 'The Cathedral Huysmans Novel', 'Rebours']"
853,853,853,877,Joseph Boyden,"First Nations in Canada, Historical fiction",1966-10-31,,"The Orenda, Three Day Road, Through Black Spruce",Joseph Boyden,"['First Nations In Canada', 'Historical Fiction']","['The Orenda', 'Three Day Road', 'Through Black Spruce']"
854,854,854,878,Joseph Conrad,Fiction,1857-12-03,Poles in the United Kingdom,"Almayer's Folly, Heart of Darkness, Lord Jim, Nostromo, The Nigger of the 'Narcissus', The Secret Agent, Typhoon (novel), Under Western Eyes (novel)",Joseph Conrad,['Fiction'],"['Almayers Folly', 'Heart Of Darkness', 'Lord Jim', 'Nostromo', 'The Nigger Of The Narcissus', 'The Secret Agent', 'Typhoon Novel', 'Under Western Eyes Novel']"
855,855,855,879,Joseph Ellis,History,1943-07-18,,Founding Brothers: The Revolutionary Generation,Joseph Ellis,['History'],['Founding Brothers The Revolutionary Generation']
856,856,856,880,Joseph Freiherr von Eichendorff,Fairy tale,1788-03-10,,"Memoirs of a Good-for-Nothing, The Marble Statue",Joseph Freiherr von Eichendorff,['Fairy Tale'],"['Memoirs Of A Goodfornothing', 'The Marble Statue']"
857,857,857,881,Joseph Greene (writer),"Romance comics, Science fiction",1914-08-01,,"Tom Corbett, Space Cadet",Joseph Greene (writer),"['Romance Comics', 'Science Fiction']","['Tom Corbett', 'Space Cadet']"
858,858,858,882,Joseph Heller,Black comedy,1923-05-01,,"Catch-22, Something Happened",Joseph Heller,['Black Comedy'],"['Catch22', 'Something Happened']"
859,859,859,883,Joseph P. Lash,Biography,1909-12-02,United States,"Eleanor and Franklin (book), Eleanor: The Years Alone",Joseph P. Lash,['Biography'],"['Eleanor And Franklin Book', 'Eleanor The Years Alone']"
860,860,860,884,Josh Dies,"Christian rock, Post-hardcore, Screamo",1983-06-12,,The Spinal Cord Perception,Josh Dies,"['Christian Rock', 'Posthardcore', 'Screamo']",['The Spinal Cord Perception']
861,861,861,885,Josh Viola,"Fantasy, Horror fiction, Science fiction",1983-07-23,,"Cyber World, Denver Moon, Nightmares Unhinged, The Bane of Yoto",Josh Viola,"['Fantasy', 'Horror Fiction', 'Science Fiction']","['Cyber World', 'Denver Moon', 'Nightmares Unhinged', 'The Bane Of Yoto']"
862,862,862,886,Jostein Gaarder,"Children's literature, Fiction",1952-08-08,,"Appelsinpiken, Sophie's World, The Solitaire Mystery",Jostein Gaarder,"['Childrens Literature', 'Fiction']","['Appelsinpiken', 'Sophies World', 'The Solitaire Mystery']"
863,863,863,887,José Donoso,"Novel, short story",1924-10-05,Spanish,"Hell Has No Limits, The Obscene Bird of Night",José Donoso,"['Novel', 'Short Story']","['Hell Has No Limits', 'The Obscene Bird Of Night']"
864,864,864,888,José Eduardo Agualusa,History of Angola,1960-12-13,Angola,A General Theory of Oblivion,José Eduardo Agualusa,['History Of Angola'],['A General Theory Of Oblivion']
865,865,865,889,José Eustasio Rivera,Novel,1888-02-19,Colombian people,The Vortex (novel),José Eustasio Rivera,['Novel'],['The Vortex Novel']
866,866,866,890,José Rodrigues dos Santos,"Novel, historical fiction",1964-04-01,,A Fórmula de Deus,José Rodrigues dos Santos,"['Novel', 'Historical Fiction']",['A Frmula De Deus']
867,867,867,891,José de la Cuadra,Social realism,1903-09-03,,Los Sangurimas,José de la Cuadra,['Social Realism'],['Los Sangurimas']
868,868,868,892,Joël Dicker,Thriller (genre),1985-06-16,,The Truth About the Harry Quebert Affair,Joël Dicker,['Thriller Genre'],['The Truth About The Harry Quebert Affair']
869,869,869,893,Joža Horvat,Novele,1915-03-10,,Ciguli Miguli,Joža Horvat,['Novele'],['Ciguli Miguli']
870,870,870,894,Judith Kerr,Children's literature,1923-06-14,,"Mog (Judith Kerr), The Tiger Who Came to Tea, When Hitler Stole Pink Rabbit",Judith Kerr,['Childrens Literature'],"['Mog Judith Kerr', 'The Tiger Who Came To Tea', 'When Hitler Stole Pink Rabbit']"
871,871,871,895,Judy Blume,"Children's books, Realism (arts)",1938-02-12,,"Are You There God? It's Me, Margaret., Tales of a Fourth Grade Nothing, Tiger Eyes",Judy Blume,"['Childrens Books', 'Realism Arts']","['Are You There God Its Me', 'Margaret', 'Tales Of A Fourth Grade Nothing', 'Tiger Eyes']"
872,872,872,896,Julia Davis Adams,"Children's literature, Mystery fiction",1900-07-23,,"Mountains are Free, Vaino, A Boy of New Finland",Julia Davis Adams,"['Childrens Literature', 'Mystery Fiction']","['Mountains Are Free', 'Vaino', 'A Boy Of New Finland']"
873,873,873,897,Julia Donaldson,Children's fiction,1948-09-16,,"Room on the Broom, Stick Man, The Gruffalo",Julia Donaldson,['Childrens Fiction'],"['Room On The Broom', 'Stick Man', 'The Gruffalo']"
874,874,874,898,Julia Sauer,"Children's fantasy, realistic fiction",1891-04-08,,"Fog Magic, The Light at Tern Rock",Julia Sauer,"['Childrens Fantasy', 'Realistic Fiction']","['Fog Magic', 'The Light At Tern Rock']"
875,875,875,899,Julie Anne Peters,Young adult literature,1952-01-16,,"Keeping You a Secret, Luna (Peters novel)",Julie Anne Peters,['Young Adult Literature'],"['Keeping You A Secret', 'Luna Peters Novel']"
876,876,876,900,Julie Campbell Tatham,Children's literature,1908-06-01,English,Trixie Belden,Julie Campbell Tatham,['Childrens Literature'],['Trixie Belden']
877,877,877,901,Julie Otsuka,Historical fiction,1962-05-15,English,When the Emperor was Divine,Julie Otsuka,['Historical Fiction'],['When The Emperor Was Divine']
