authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks
Vera Brittain,"Feminism, Pacifism",1893-12-29,,Testament of Youth
Vernor Vinge,Science fiction,1944-10-02,Americans,"A Fire Upon the Deep, Fast Times at Fairmont High, True Names"
Veronica Rossi,"Utopian and dystopian fiction, Young adult fiction",1973-06-16,,Under the Never Sky
Veronica Roth,"Utopian and dystopian fiction, Young adult fiction",1988-08-19,,Divergent (novel)
Vicente Huidobro,Poetry,1893-01-10,Spanish language,Altazor
Victor Hugo,"Novel, Poetry, Theatre",1802-02-26,,"Les Misérables, Ruy Blas, The Hunchback of Notre-Dame"
Victoria Aveyard,"Fantasy, Young adult fiction",1990-07-27,English,Red Queen (novel)
Viet Thanh Nguyen,"novel, literary fiction, historical fiction, crime fiction, non-fiction",1971-03-13,,"The Refugees (short story collection), The Sympathizer"
Vijay Nahar,"Reference, Research",1942-11-08,Hindi,"Aadhunik Bharat Ke Bramharshi-Pt. Deendayal Upadhyaya, Samrat Bhoj Parmar, Swarnim Bharat Ke Swapndrishtha Narendra Modi, Vasundhara Raje aur Vikasit Rajasthan"
Vikram Seth,Poetry,1952-06-20,,"A Suitable Boy, An Equal Music, The Golden Gate (Seth novel)"
Vince Powell,Television,1928-08-06,,"Bless This House (British TV series), Bottle Boys, For the Love of Ada, George and the Dragon (TV series), Love Thy Neighbour (1972 TV series), Mind Your Language, Nearest and Dearest, Never Mind the Quality Feel the Width, Never the Twain, Odd Man Out (UK TV series), Pardon the Expression, Rule Britannia!, Slinger's Day, Two in Clover"
Vincent Bugliosi,"True Crime, History, Politics",1934-08-18,,"And the Sea Will Tell, Helter Skelter (book), Outrage: The Five Reasons Why O. J. Simpson Got Away with Murder, Reclaiming History: The Assassination of President John F. Kennedy, The Prosecution of George W. Bush for Murder"
Vincent Cartwright Vickers,Children's literature,1879-01-16,,The Google Book
Virginia DeMarce,Alternate history,1940-11-28,,1634: The Bavarian Crisis
Virginia Hamilton,Children's books,1936-03-12,,"M. C. Higgins, the Great"
Virginia Lee Burton,Children's literature,1909-08-30,,"Mike Mulligan and His Steam Shovel, The Little House"
Virginia Spencer Carr,"Biography, Literary criticism",1929-07-21,,"Carson McCullers, John Dos Passos, Paul Bowles"
Viveca Lärn,Children's literature,1944-04-06,,"Eddie (book series), Mimmi (book series)"
W. Cleon Skousen,"Politics, Religion",1913-01-20,,"Five Thousand Year Leap, The Naked Communist"
W. H. Davies,"Lyrical poetry, autobiography",1871-07-03,Welsh people,"Leisure (poem), The Autobiography of a Super-Tramp"
W. Nelson Francis,Nonfiction; reference,1910-10-23,,Brown Corpus
W. S. Lach-Szyrma,Science fiction,1841-12-25,English,"Aleriel, or A Voyage to Other Worlds"
Wahiduddin Khan,Islamic literature,1925-01-01,Urdu language,Tazkirul Quran
Wahiduddin Khan,Islamic literature,1925-01-01,Hindi language,Tazkirul Quran
Walker Percy,Philosophical fiction,1916-05-28,,The Moviegoer
Walter Dean Myers,Young adult novel,1937-08-12,,"Fallen Angels (Myers novel), Monster (Myers novel)"
Walter Farley,young adult literature,1915-06-26,English,The Black Stallion
Walter Fraser Oakeshott,Classics,1903-11-11,,Monastery of Santa María de Sigena
Walter M. Miller Jr.,Science fiction,1923-01-23,English,A Canticle for Leibowitz
Walter Pater,"Art criticism, Literary criticism, Literary fiction",1839-08-04,English,Marius the Epicurean
Wanda Chotomska,Children's literature,1929-10-26,,Jacek i Agatka
Wanda Gág,Children's literature,1893-03-11,,Millions of Cats
Wang Anyi,"Fiction, Prose",1954-03-06,Chinese,The Song of Everlasting Sorrow (novel)
Warren Adler,"Fiction, Poetry, Essays",1927-12-16,,The War of the Roses (novel)
Warren Miller (author),"Nonfiction, Social commentary",1921-08-31,,The Cool World (novel)
Wayne Johnston (writer),"Fiction, Non-Fiction",1958-05-22,Canadians,"The Colony of Unrequited Dreams, The Divine Ryans"
Wendy Mass,"Children's literature, Young adult fiction",1967-04-22,English studies,"11 Birthdays, A Mango-Shaped Space, Every Soul a Star, Jeremy Fink and the Meaning of Life"
Whitley Strieber,"Horror novel, Social science fiction, Ufology",1945-06-13,,"Communion (book), The Hunger (Strieber novel), The Wolfen"
Wilhelm Busch,Caricature,1832-04-14,,Max and Moritz
Will Ferguson,"Canadians, Culture of Canada",1964-10-12,Canadians,419 (novel)
Will James (artist),Western (genre),1892-06-06,"French, English",Smoky the Cowhorse
Will Self,Literature,1961-09-26,,"The Book of Dave, Umbrella (novel)"
William Attaway,Proletarian literature,1911-11-19,,"Banana Boat Song, Blood on the Forge"
William Barton (writer),Science fiction,1950-09-28,,When Heaven Fell
William Blake,Romantic poetry,1757-11-28,,"And did those feet in ancient time, Jerusalem The Emanation of the Giant Albion, Milton: A Poem in Two Books, Songs of Innocence and of Experience, The Marriage of Heaven and Hell, Vala, or The Four Zoas"
William Blum,"Political journalism, history",1933-03-06,,"Killing Hope, Rogue State: A Guide to the World's Only Superpower"
William Bowen (author),Children's literature,1877-05-15,,The Old Tobacco Shop
William Brinkley,Apocalyptic and post-apocalyptic fiction,1917-09-10,English,"Don't Go Near the Water (novel), The Last Ship (novel)"
William Ernest Bowman,Satire,1911-09-30,United Kingdom,The Ascent of Rum Doodle
William F. Nolan,"Fantasy, Horror fiction, Science fiction",1928-03-06,,"Burnt Offerings (film), Logan's Run, Trilogy of Terror"
William F. Temple,"Horror fiction, Science fiction",1914-03-09,British people,Four Sided Triangle
William Gaddis,Novel,1922-12-29,,"A Frolic of His Own, J R, The Recognitions"
William Gardner Smith,"fiction, non-fiction",1927-02-06,,Last of the Conquerors
William Gibson,"Science fiction, Speculative fiction",1948-03-17,,Neuromancer
William H. Gass,"Creative nonfiction, Metafiction",1924-07-30,,"Middle C (novel), The Tunnel (novel)"
William Hope Hodgson,"Horror fiction, Weird fiction",1877-11-15,,"The House on the Borderland, The Night Land"
William Kennedy (author),"Fiction, History, Supernatural",1928-01-16,English,"Billy Phelan's Greatest Game, Ironweed (novel), Legs (novel)"
William Least Heat-Moon,"Deep map, Travel literature",1939-08-27,England,Blue Highways
William Makepeace Thackeray,Historical fiction,1811-07-18,,"The Luck of Barry Lyndon, Vanity Fair (novel)"
William S. Burroughs,"Beat Generation, Paranoid fiction",1914-02-05,,"Cities of the Red Night, Junkie (novel), Naked Lunch, The Nova Trilogy, The Place of Dead Roads"
Wilson Tucker (writer),"Mystery fiction, Science fiction",1914-11-23,,"The Lincoln Hunters, The Year Of The Quiet Sun (novel)"
Wolfgang Hohlbein,"Fantasy, Horror fiction, Movie tie-in (book), Pulp magazine, Science fiction, Thriller (genre)",1953-08-15,,Magic Moon
Xu Yuanchong,"Novel, poetry",1921-04-18,French language,The Red and the Black
Xu Yuanchong,"Novel, poetry",1921-04-18,Chinese language,The Red and the Black
Xu Yuanchong,"Novel, poetry",1921-04-18,English language,The Red and the Black
Yasutaka Tsutsui,Science fiction,1934-09-24,,"Paprika (novel), The Girl Who Leapt Through Time"
Yelizaveta Tarakhovskaya,children books,1891-07-26,,By the Pike's Wish
Yeremey Parnov,Science fiction,1935-10-20,,World Soul (novel)
Yevgeny Zamyatin,Science fiction,1884-02-01,,We (novel)
Ying Chang Compestine,"Children's books, Cookbooks, Cultural studies, Fiction, Historical fiction",1963-03-08,English language,Revolution Is Not a Dinner Party
Yoshiko Uchida,"Children's literature, Folklore",1921-11-24,,The Invisible Thread
Yu Hua,"Novel, Prose",1960-04-03,Chinese language,"Brothers (Yu novel), Chronicle of a Blood Merchant, To Live (novel)"
Yulian Semyonov,"Detective fiction, Spy fiction",1931-10-08,,Seventeen Moments of Spring
Yusef Komunyakaa,Poetry,1941-04-29,,Facing It
Yusif Vazir Chamanzaminli,"novels, short stories, essays, articles",1887-09-12,Azerbaijani people,Ali and Nino
Yusif Vazir Chamanzaminli,"novels, short stories, essays, articles",1887-09-12,Azerbaijani people,Ali and Nino
Yūichi Suzumoto,"Fantasy, Fiction, Science fiction",1969-01-13,Japanese people,"Air (visual novel), Clannad (visual novel), Planetarian: The Reverie of a Little Planet"
Zakhar Prilepin,"Novel, essay",1975-07-07,,"Sankya (novel), Sin (Prilepin novel), The Pathologies"
Zhu Shenghao,Drama,1912-02-02,"Chinese, English",William Shakespeare
Zilpha Keatley Snyder,Fantasy,1927-05-11,,"Green Sky Trilogy, The Egypt Game"
Zona Gale,Fiction primarily,1874-08-26,,Miss Lulu Bett (novel)
Zygmunt Krasiński,Lyrical poem,1812-02-19,Polish people,"Irydion, The Undivine Comedy"
Álvares de Azevedo,"Essay, Poetry, Theatre",1831-09-12,Portuguese language,"Lira dos Vinte Anos, Noite na Taverna"
Álvaro Mutis,Fiction,1923-08-25,,The Adventures and Misadventures of Maqroll
Åke Holmberg,Children's literature,1907-05-31,Swedish language,Tam Sventon
Élisabeth Vonarburg,"Fantasy, Historical",1947-08-05,,Chroniques du Pays des Mères
Émile Gaboriau,Detective fiction,1832-11-09,,Monsieur Lecoq (novel)
